ID_de_Membro,Data_da_Visita,Idade,Genêro,Tipo_Cartão_Membro,Tipo_Treino,Tempo_duração_Treino,Calorias_Queimadas,Horário_Entrada,Status_Presença
731,2024-06-03,49,Homem,Trimestal,Yoga,69,505,11:05,Falta
732,2024-04-01,35,Outro,Mensal,Treino_Força,89,709,10:54,Falta
733,2024-09-14,23,Outro,Anual,HIIT,30,282,10:48,Presente
734,2024-02-10,42,Homem,Mensal,Treino_Força,58,481,7:16,Falta
735,2024-11-06,51,Outro,Mensal,HIIT,102,916,12:35,Presente
736,2024-02-15,51,Homem,Trimestal,Cardio,118,901,14:18,Falta
737,2024-02-05,36,Mulher,Mensal,HIIT,95,587,7:38,Presente
738,2024-02-12,23,Homem,Anual,Yoga,70,350,20:44,Falta
739,2024-12-24,37,Homem,Anual,Yoga,22,209,20:29,Falta
740,2024-03-20,21,Homem,Trimestal,CrosFit,32,175,9:25,Presente
741,2024-11-14,30,Mulher,Anual,Cardio,75,436,19:56,Falta
742,2024-10-16,49,Mulher,Anual,HIIT,43,358,15:57,Presente
743,2024-03-08,47,Mulher,Trimestal,HIIT,103,723,8:46,Presente
744,2024-10-06,58,Homem,Mensal,HIIT,114,887,9:50,Presente
745,2024-03-05,64,Homem,Trimestal,CrosFit,24,165,13:21,Falta
746,2024-11-10,19,Outro,Anual,HIIT,45,439,20:52,Presente
747,2024-02-08,62,Outro,Trimestal,CrosFit,55,485,7:52,Presente
748,2024-06-17,57,Outro,Mensal,Cardio,80,481,19:30,Falta
749,2024-12-13,31,Outro,Anual,Treino_Força,48,314,9:06,Falta
750,2024-08-12,40,Outro,Anual,Yoga,44,293,22:46,Falta
751,2024-06-06,53,Homem,Anual,HIIT,21,109,5:24,Presente
752,2024-10-03,46,Homem,Anual,Yoga,71,667,18:06,Falta
753,2024-10-13,43,Mulher,Mensal,Treino_Força,54,439,5:56,Presente
754,2024-03-05,40,Mulher,Trimestal,Treino_Força,32,181,20:28,Falta
755,2024-05-29,53,Mulher,Mensal,CrosFit,53,480,14:02,Falta
756,2024-02-24,23,Mulher,Anual,CrosFit,37,286,7:04,Presente
757,2024-09-24,47,Mulher,Anual,Treino_Força,52,264,6:50,Falta
758,2024-02-17,21,Homem,Anual,Cardio,116,1059,12:14,Falta
759,2024-05-10,35,Outro,Anual,HIIT,91,762,15:57,Presente
760,2024-01-30,45,Homem,Mensal,Yoga,103,591,18:28,Falta
761,2024-07-18,43,Homem,Anual,Yoga,63,447,20:52,Falta
762,2024-07-29,37,Outro,Anual,Yoga,80,677,18:08,Presente
763,2024-02-10,24,Homem,Anual,Cardio,44,319,12:45,Falta
764,2024-02-15,30,Outro,Mensal,CrosFit,95,774,17:10,Falta
765,2024-02-22,46,Homem,Mensal,Treino_Força,38,333,9:27,Presente
766,2024-07-31,24,Homem,Anual,Cardio,23,171,10:12,Presente
767,2024-07-08,31,Outro,Anual,Cardio,105,803,11:48,Presente
768,2024-10-07,57,Mulher,Mensal,HIIT,72,476,8:01,Presente
769,2024-06-07,54,Homem,Mensal,Treino_Força,66,348,6:17,Falta
770,2024-11-12,65,Mulher,Anual,CrosFit,84,507,8:10,Falta
771,2024-02-24,19,Homem,Trimestal,HIIT,79,694,17:56,Falta
772,2024-05-31,49,Mulher,Trimestal,Cardio,92,483,12:13,Presente
773,2024-10-16,36,Mulher,Anual,Yoga,94,563,7:49,Presente
774,2024-03-05,60,Homem,Trimestal,Cardio,52,501,11:57,Falta
775,2024-09-03,38,Homem,Trimestal,Treino_Força,69,685,7:46,Presente
776,2024-11-19,18,Mulher,Anual,Yoga,93,860,21:08,Falta
777,2024-11-11,26,Homem,Trimestal,CrosFit,120,1093,12:04,Presente
778,2024-09-15,24,Outro,Mensal,Yoga,116,693,7:08,Presente
779,2024-01-06,47,Homem,Mensal,Treino_Força,58,538,9:18,Presente
780,2024-12-02,43,Homem,Mensal,Treino_Força,87,475,13:42,Falta
781,2024-10-28,56,Homem,Mensal,Treino_Força,79,652,9:52,Presente
782,2024-06-26,64,Mulher,Anual,HIIT,49,256,5:21,Presente
783,2024-03-26,18,Homem,Trimestal,Yoga,118,717,10:45,Presente
784,2024-11-13,31,Outro,Anual,HIIT,25,242,14:15,Falta
785,2024-05-31,28,Outro,Anual,Cardio,106,1025,17:41,Presente
786,2024-08-13,54,Homem,Mensal,Yoga,22,160,12:44,Falta
787,2024-10-05,36,Homem,Mensal,HIIT,59,340,8:36,Falta
788,2024-03-30,55,Mulher,Trimestal,Treino_Força,82,703,20:11,Presente
789,2024-01-08,58,Homem,Trimestal,CrosFit,43,420,8:46,Presente
790,2024-07-03,64,Mulher,Mensal,Cardio,111,676,8:54,Falta
791,2024-01-27,27,Outro,Trimestal,Cardio,60,410,22:17,Falta
792,2024-10-12,51,Mulher,Trimestal,Treino_Força,80,421,15:47,Falta
793,2024-02-13,27,Outro,Mensal,Yoga,82,604,5:16,Presente
794,2024-08-30,47,Mulher,Anual,Cardio,42,268,18:04,Falta
795,2024-10-29,45,Mulher,Anual,Yoga,21,173,12:46,Presente
796,2024-10-05,52,Mulher,Mensal,CrosFit,71,640,9:12,Presente
797,2024-09-05,48,Outro,Mensal,HIIT,49,357,17:30,Presente
798,2024-10-07,44,Homem,Anual,HIIT,95,784,19:24,Falta
799,2024-03-29,39,Mulher,Mensal,Cardio,54,406,11:13,Presente
800,2024-08-14,62,Outro,Anual,CrosFit,74,386,10:31,Presente
801,2024-08-10,39,Outro,Anual,Treino_Força,83,803,21:21,Presente
802,2024-08-24,51,Mulher,Anual,Cardio,85,703,8:25,Falta
803,2024-09-29,53,Mulher,Trimestal,Yoga,44,375,22:19,Falta
804,2024-09-12,62,Outro,Mensal,CrosFit,106,806,8:36,Falta
805,2024-09-20,51,Mulher,Trimestal,Treino_Força,54,502,11:58,Presente
806,2024-11-30,44,Outro,Mensal,Treino_Força,44,334,21:25,Falta
807,2024-04-17,35,Mulher,Anual,Cardio,103,715,14:33,Presente
808,2024-08-17,38,Outro,Trimestal,Yoga,45,385,22:57,Falta
809,2024-05-30,22,Mulher,Trimestal,CrosFit,108,1011,8:58,Falta
810,2024-01-02,48,Homem,Mensal,Yoga,28,145,9:12,Presente
811,2024-12-22,52,Outro,Trimestal,Cardio,61,370,20:47,Falta
812,2024-11-08,52,Homem,Anual,Yoga,20,148,21:38,Presente
813,2024-11-09,43,Homem,Mensal,Cardio,109,722,22:11,Presente
814,2024-11-01,18,Mulher,Anual,HIIT,102,723,7:30,Presente
815,2024-08-31,20,Homem,Trimestal,Treino_Força,68,376,22:28,Falta
816,2024-04-19,21,Homem,Anual,HIIT,86,548,21:20,Presente
817,2024-07-10,21,Homem,Anual,Yoga,22,145,21:15,Falta
818,2024-05-06,31,Outro,Mensal,HIIT,91,765,20:05,Presente
819,2024-07-03,61,Homem,Anual,Cardio,108,679,10:13,Falta
820,2024-02-07,38,Mulher,Mensal,Cardio,39,206,6:47,Presente
821,2024-10-17,45,Mulher,Anual,Cardio,110,612,11:08,Falta
822,2024-01-29,36,Homem,Trimestal,HIIT,33,193,8:40,Presente
823,2024-06-25,37,Homem,Trimestal,Cardio,103,847,18:54,Presente
824,2024-04-01,61,Mulher,Trimestal,CrosFit,68,354,10:30,Falta
825,2024-10-19,55,Homem,Mensal,HIIT,40,221,16:20,Falta
826,2024-10-21,18,Mulher,Trimestal,HIIT,112,911,20:03,Falta
827,2024-09-18,37,Outro,Mensal,Yoga,58,485,10:43,Presente
828,2024-10-23,50,Homem,Mensal,Treino_Força,114,1078,18:22,Falta
829,2024-11-25,65,Mulher,Anual,CrosFit,39,196,18:54,Presente
830,2024-10-16,18,Mulher,Trimestal,CrosFit,95,637,19:16,Presente
831,2024-03-05,61,Outro,Trimestal,Cardio,103,1003,7:05,Presente
832,2024-04-28,57,Outro,Anual,Yoga,39,357,15:01,Falta
833,2024-01-16,61,Homem,Anual,CrosFit,110,678,15:30,Falta
834,2024-09-27,37,Outro,Trimestal,Cardio,23,173,10:42,Presente
835,2024-08-29,56,Mulher,Trimestal,Treino_Força,76,533,18:49,Presente
836,2024-10-10,64,Mulher,Trimestal,Cardio,44,354,10:45,Presente
837,2024-03-01,55,Homem,Trimestal,CrosFit,42,410,10:32,Falta
838,2024-04-04,18,Outro,Mensal,Treino_Força,72,643,9:40,Presente
839,2024-09-23,18,Outro,Mensal,CrosFit,100,665,20:49,Falta
840,2024-02-10,23,Mulher,Mensal,Yoga,62,611,8:12,Falta
841,2024-05-10,65,Mulher,Mensal,Treino_Força,109,897,7:01,Presente
842,2024-05-01,60,Mulher,Mensal,Yoga,113,647,8:05,Falta
843,2024-08-04,42,Homem,Trimestal,HIIT,72,673,10:44,Falta
844,2024-08-11,29,Homem,Anual,HIIT,88,600,19:30,Presente
845,2024-09-06,39,Mulher,Mensal,Yoga,65,550,12:32,Presente
846,2024-11-10,61,Mulher,Anual,CrosFit,25,201,9:31,Presente
847,2024-03-15,59,Outro,Trimestal,CrosFit,93,908,20:47,Presente
848,2024-10-03,19,Mulher,Trimestal,Cardio,70,684,21:57,Presente
849,2024-02-21,48,Homem,Anual,CrosFit,80,440,8:22,Presente
850,2024-04-03,43,Homem,Anual,Yoga,25,183,14:00,Falta
851,2024-04-07,57,Outro,Anual,CrosFit,38,288,12:50,Presente
852,2024-11-09,23,Mulher,Mensal,Cardio,64,500,12:36,Presente
853,2024-07-18,46,Mulher,Anual,HIIT,87,626,6:31,Presente
854,2024-12-20,36,Outro,Trimestal,CrosFit,119,1072,10:18,Presente
855,2024-12-12,57,Homem,Anual,Cardio,92,567,14:05,Presente
856,2024-12-03,52,Homem,Anual,CrosFit,61,571,11:05,Presente
857,2024-02-14,28,Homem,Mensal,CrosFit,27,176,14:41,Falta
858,2024-01-12,51,Mulher,Trimestal,HIIT,31,296,13:00,Presente
859,2024-10-31,48,Mulher,Anual,Cardio,31,207,22:45,Falta
860,2024-07-01,31,Homem,Anual,Treino_Força,101,612,8:31,Falta
861,2024-02-10,23,Mulher,Anual,Yoga,23,211,12:54,Presente
862,2024-08-25,54,Homem,Anual,Cardio,111,603,5:58,Presente
863,2024-06-12,31,Homem,Anual,CrosFit,72,400,19:04,Falta
864,2024-05-07,52,Mulher,Trimestal,CrosFit,24,175,20:04,Falta
865,2024-07-23,54,Outro,Mensal,HIIT,106,915,13:06,Falta
866,2024-03-14,34,Homem,Mensal,Cardio,50,485,9:06,Presente
867,2024-11-11,26,Homem,Mensal,HIIT,95,576,18:11,Presente
868,2024-06-17,39,Homem,Anual,Cardio,104,807,6:13,Presente
869,2024-10-24,48,Mulher,Trimestal,HIIT,116,1018,11:04,Falta
870,2024-01-02,45,Homem,Anual,CrosFit,23,206,22:25,Falta
871,2024-02-18,26,Homem,Mensal,Treino_Força,42,235,20:49,Falta
872,2024-12-06,39,Outro,Anual,Yoga,36,325,17:31,Falta
873,2024-02-06,42,Outro,Anual,CrosFit,77,607,10:47,Falta
874,2024-07-01,41,Outro,Trimestal,Yoga,93,471,10:51,Presente
875,2024-03-07,49,Homem,Anual,Cardio,44,221,12:49,Presente
876,2024-07-01,18,Mulher,Trimestal,Treino_Força,98,898,17:05,Presente
877,2024-09-03,34,Homem,Trimestal,Yoga,40,236,19:43,Presente
878,2024-06-08,59,Homem,Anual,Cardio,89,577,16:09,Presente
879,2024-08-01,29,Mulher,Trimestal,Treino_Força,110,723,10:17,Presente
880,2024-06-20,27,Mulher,Trimestal,Treino_Força,81,602,6:46,Falta
881,2024-05-13,36,Homem,Mensal,CrosFit,63,514,12:21,Falta
882,2024-07-21,27,Homem,Mensal,Treino_Força,57,359,20:18,Falta
883,2024-09-14,30,Mulher,Anual,Treino_Força,96,807,10:45,Falta
884,2024-10-29,62,Outro,Trimestal,CrosFit,109,807,9:40,Presente
885,2024-09-16,32,Homem,Mensal,CrosFit,108,619,12:23,Falta
886,2024-11-06,22,Mulher,Mensal,CrosFit,101,909,5:00,Falta
887,2024-03-06,43,Homem,Trimestal,CrosFit,37,295,14:29,Presente
888,2024-12-02,40,Homem,Trimestal,HIIT,42,318,20:47,Falta
889,2024-08-06,38,Outro,Anual,Treino_Força,84,609,17:54,Presente
890,2024-03-08,27,Outro,Anual,Treino_Força,59,443,20:52,Falta
891,2024-10-10,37,Outro,Trimestal,Treino_Força,105,611,6:24,Presente
892,2024-12-30,62,Homem,Anual,HIIT,26,189,15:05,Presente
893,2024-09-03,40,Outro,Mensal,Yoga,31,232,10:08,Falta
894,2024-02-21,43,Mulher,Mensal,Yoga,86,562,10:33,Presente
895,2024-03-03,20,Homem,Mensal,Treino_Força,73,578,20:11,Falta
896,2024-11-04,21,Outro,Trimestal,HIIT,22,163,20:52,Falta
897,2024-06-11,19,Mulher,Trimestal,Yoga,54,369,5:27,Presente
898,2024-10-24,49,Mulher,Mensal,CrosFit,82,753,16:36,Falta
899,2024-06-11,31,Outro,Trimestal,Treino_Força,34,222,14:41,Presente
900,2024-03-27,32,Mulher,Trimestal,Cardio,20,104,11:15,Falta
901,2024-11-18,50,Mulher,Mensal,HIIT,30,239,6:34,Falta
902,2024-09-01,57,Outro,Mensal,HIIT,100,805,7:16,Falta
903,2024-02-16,58,Homem,Mensal,CrosFit,20,109,12:38,Presente
904,2024-01-24,27,Mulher,Trimestal,Cardio,111,1004,16:31,Falta
905,2024-05-13,21,Outro,Mensal,Cardio,112,706,21:07,Presente
906,2024-11-02,42,Homem,Trimestal,Treino_Força,76,534,10:44,Presente
907,2024-11-12,33,Outro,Mensal,HIIT,60,354,22:32,Presente
908,2024-04-15,56,Outro,Trimestal,CrosFit,26,199,17:29,Presente
909,2024-11-19,48,Outro,Anual,Treino_Força,25,202,14:13,Falta
910,2024-12-09,21,Outro,Mensal,Cardio,69,674,17:45,Falta
911,2024-05-06,53,Mulher,Mensal,Cardio,57,386,22:16,Presente
912,2024-02-01,46,Mulher,Anual,Cardio,28,144,14:47,Falta
913,2024-10-01,52,Outro,Anual,CrosFit,33,297,8:17,Falta
914,2024-07-30,52,Homem,Mensal,Yoga,45,252,13:21,Presente
915,2024-07-05,47,Mulher,Anual,Treino_Força,40,310,15:40,Falta
916,2024-06-14,51,Outro,Trimestal,CrosFit,74,631,10:42,Falta
917,2024-04-26,40,Homem,Mensal,CrosFit,93,650,12:13,Presente
918,2024-09-15,36,Homem,Mensal,Cardio,63,429,19:27,Presente
919,2024-07-25,65,Mulher,Anual,Treino_Força,109,692,22:36,Falta
920,2024-07-07,31,Outro,Anual,CrosFit,109,889,19:07,Presente
921,2024-08-05,24,Homem,Anual,Treino_Força,74,431,22:33,Falta
922,2024-01-19,43,Mulher,Trimestal,Yoga,77,439,11:13,Presente
923,2024-02-14,23,Outro,Mensal,Yoga,74,721,8:56,Falta
924,2024-07-07,57,Homem,Anual,Yoga,43,241,11:28,Presente
925,2024-10-21,24,Outro,Trimestal,HIIT,73,640,5:22,Presente
926,2024-11-08,54,Homem,Trimestal,Yoga,36,248,22:17,Presente
927,2024-10-21,36,Homem,Anual,Cardio,84,765,5:52,Falta
928,2024-06-25,46,Outro,Mensal,CrosFit,84,490,16:12,Presente
929,2024-12-16,31,Homem,Anual,Treino_Força,118,787,9:13,Falta
930,2024-02-05,48,Mulher,Mensal,Treino_Força,75,530,13:22,Presente
931,2024-09-23,20,Outro,Trimestal,Treino_Força,117,826,16:47,Presente
932,2024-02-16,42,Homem,Mensal,HIIT,89,814,22:39,Presente
933,2024-01-26,53,Homem,Anual,Treino_Força,32,269,13:23,Falta
934,2024-09-19,33,Outro,Trimestal,HIIT,96,814,20:49,Presente
935,2024-07-26,46,Outro,Mensal,CrosFit,69,367,12:17,Falta
936,2024-05-24,57,Outro,Anual,CrosFit,75,668,16:40,Presente
937,2024-01-05,45,Homem,Anual,Yoga,110,966,16:27,Presente
938,2024-10-10,51,Mulher,Trimestal,Yoga,51,272,7:09,Presente
939,2024-05-06,43,Outro,Mensal,HIIT,77,642,8:38,Falta
940,2024-08-27,63,Mulher,Mensal,Cardio,60,450,18:18,Presente
941,2024-04-09,23,Mulher,Mensal,CrosFit,27,239,6:44,Falta
942,2024-09-02,51,Homem,Trimestal,Cardio,74,616,19:13,Falta
943,2024-10-26,54,Homem,Anual,HIIT,51,504,21:25,Presente
944,2024-03-31,29,Mulher,Mensal,CrosFit,54,305,5:53,Falta
945,2024-10-10,31,Mulher,Trimestal,Cardio,80,411,8:39,Falta
946,2024-06-04,21,Mulher,Anual,Yoga,37,197,6:13,Presente
947,2024-09-09,60,Outro,Mensal,Yoga,39,230,7:42,Falta
948,2024-01-17,62,Mulher,Anual,Yoga,117,767,7:57,Presente
949,2024-01-10,26,Outro,Anual,CrosFit,97,698,11:41,Presente
950,2024-04-26,61,Homem,Trimestal,Yoga,86,498,17:29,Falta
951,2024-04-18,56,Mulher,Trimestal,Treino_Força,54,503,19:16,Presente
952,2024-01-10,53,Mulher,Anual,Cardio,48,336,11:44,Falta
953,2024-05-15,30,Mulher,Trimestal,CrosFit,99,628,10:58,Presente
954,2024-02-07,36,Outro,Trimestal,CrosFit,60,466,7:09,Falta
955,2024-04-27,26,Outro,Trimestal,Yoga,63,410,19:07,Falta
956,2024-05-30,38,Homem,Trimestal,Cardio,98,962,7:33,Presente
957,2024-08-05,53,Outro,Trimestal,Cardio,45,292,18:35,Falta
958,2024-11-24,53,Mulher,Anual,HIIT,39,202,11:37,Presente
959,2024-04-04,46,Homem,Mensal,Treino_Força,21,150,13:32,Presente
960,2024-05-29,37,Outro,Mensal,Treino_Força,35,204,8:42,Presente
961,2024-09-15,30,Homem,Mensal,CrosFit,102,582,9:07,Presente
962,2024-01-15,47,Mulher,Trimestal,Cardio,93,576,18:10,Presente
963,2024-04-01,35,Homem,Anual,Treino_Força,80,765,9:32,Falta
964,2024-08-25,21,Outro,Mensal,Yoga,68,370,13:27,Falta
965,2024-09-29,27,Mulher,Trimestal,Yoga,37,321,14:58,Falta
966,2024-11-06,37,Outro,Anual,CrosFit,85,629,13:49,Falta
967,2024-07-19,29,Outro,Trimestal,HIIT,96,628,19:32,Presente
968,2024-01-09,26,Mulher,Mensal,Cardio,37,365,18:38,Falta
969,2024-10-05,65,Homem,Trimestal,HIIT,68,540,7:44,Presente
970,2024-02-08,51,Homem,Anual,CrosFit,81,490,9:46,Falta
971,2024-09-12,49,Mulher,Trimestal,Yoga,119,852,10:44,Falta
972,2024-06-16,49,Homem,Anual,Yoga,65,640,21:35,Falta
973,2024-12-23,63,Outro,Trimestal,CrosFit,24,206,17:29,Falta
974,2024-10-12,58,Mulher,Anual,Cardio,76,435,15:27,Presente
975,2024-01-22,34,Outro,Mensal,Treino_Força,102,535,8:00,Falta
976,2024-02-09,34,Mulher,Trimestal,HIIT,100,830,12:24,Falta
977,2024-02-06,38,Outro,Mensal,HIIT,87,525,11:04,Presente
978,2024-09-24,38,Outro,Mensal,Treino_Força,58,340,18:41,Presente
979,2024-03-21,41,Homem,Trimestal,CrosFit,33,310,8:51,Presente
980,2024-11-27,41,Homem,Anual,Treino_Força,61,450,21:29,Falta
981,2024-09-12,22,Homem,Trimestal,Treino_Força,23,195,7:57,Falta
982,2024-10-20,64,Mulher,Anual,Cardio,30,198,21:16,Presente
983,2024-05-11,30,Mulher,Anual,Treino_Força,85,589,19:14,Falta
984,2024-01-07,31,Homem,Mensal,CrosFit,89,459,17:15,Falta
985,2024-04-06,47,Mulher,Anual,Treino_Força,57,503,8:40,Falta
986,2024-08-17,32,Outro,Trimestal,Cardio,67,601,6:24,Falta
987,2024-10-13,28,Outro,Mensal,Yoga,27,167,18:12,Falta
988,2024-02-27,31,Mulher,Mensal,Yoga,58,392,10:36,Falta
989,2024-11-22,52,Mulher,Mensal,Treino_Força,50,383,7:27,Falta
990,2024-02-07,26,Outro,Trimestal,CrosFit,62,542,14:25,Presente
991,2024-09-18,60,Outro,Anual,HIIT,73,665,8:01,Presente
992,2024-12-19,59,Homem,Trimestal,Treino_Força,66,486,11:04,Presente
993,2024-07-21,35,Homem,Anual,Cardio,104,715,16:35,Falta
994,2024-04-06,42,Homem,Anual,Yoga,88,700,21:46,Falta
995,2024-08-29,58,Mulher,Mensal,Cardio,111,645,16:55,Falta
996,2024-12-05,65,Mulher,Anual,Yoga,63,375,10:05,Falta
997,2024-06-14,41,Outro,Trimestal,Yoga,110,995,17:19,Presente
998,2024-01-13,57,Mulher,Trimestal,HIIT,92,642,11:13,Presente
999,2024-01-06,48,Outro,Mensal,HIIT,114,825,17:33,Falta
1000,2024-05-25,62,Outro,Anual,CrosFit,111,591,15:30,Presente
1001,2024-04-05,50,Outro,Anual,Cardio,59,321,7:07,Falta
1002,2024-11-22,32,Mulher,Anual,HIIT,30,152,21:34,Falta
1003,2024-09-08,31,Outro,Mensal,HIIT,36,263,11:38,Falta
1004,2024-12-21,28,Mulher,Trimestal,HIIT,108,790,16:29,Presente
1005,2024-07-20,25,Mulher,Trimestal,Yoga,114,961,14:34,Falta
1006,2024-12-29,18,Mulher,Trimestal,HIIT,37,327,7:03,Falta
1007,2024-01-30,41,Mulher,Trimestal,Cardio,42,415,16:18,Falta
1008,2024-07-14,20,Outro,Anual,Treino_Força,56,540,8:36,Presente
1009,2024-08-18,43,Homem,Mensal,HIIT,108,834,21:40,Falta
1010,2024-09-18,56,Outro,Mensal,Cardio,22,110,22:59,Falta
1011,2024-02-13,62,Mulher,Trimestal,Treino_Força,75,658,9:09,Presente
1012,2024-10-15,49,Outro,Trimestal,Yoga,35,294,8:12,Falta
1013,2024-09-05,30,Homem,Anual,Cardio,55,320,12:35,Falta
1014,2024-10-21,36,Mulher,Trimestal,Cardio,94,891,7:21,Presente
1015,2024-10-12,44,Homem,Trimestal,Cardio,54,379,5:20,Falta
1016,2024-08-26,64,Homem,Mensal,Cardio,99,645,16:31,Presente
1017,2024-07-29,29,Mulher,Anual,CrosFit,34,205,16:55,Presente
1018,2024-09-03,65,Mulher,Anual,Cardio,115,790,5:13,Presente
1019,2024-05-03,38,Homem,Anual,CrosFit,116,1048,19:22,Falta
1020,2024-12-26,60,Mulher,Anual,Yoga,50,329,10:24,Presente
1021,2024-12-28,46,Outro,Anual,Cardio,47,370,22:22,Presente
1022,2024-02-15,63,Outro,Anual,HIIT,65,509,11:00,Falta
1023,2024-03-10,59,Homem,Mensal,CrosFit,94,721,16:09,Falta
1024,2024-07-11,60,Homem,Mensal,Cardio,77,645,16:54,Falta
1025,2024-09-14,60,Outro,Trimestal,HIIT,57,472,13:05,Falta
1026,2024-04-29,24,Outro,Trimestal,Treino_Força,104,525,13:10,Presente
1027,2024-12-28,29,Homem,Trimestal,HIIT,29,186,21:53,Presente
1028,2024-03-26,28,Homem,Anual,Cardio,77,448,20:28,Presente
1029,2024-05-02,64,Outro,Mensal,Yoga,78,425,6:49,Presente
1030,2024-04-03,27,Mulher,Anual,Treino_Força,113,1008,8:48,Presente
1031,2024-06-30,28,Mulher,Mensal,Treino_Força,86,589,9:23,Presente
1032,2024-08-21,27,Mulher,Mensal,HIIT,116,684,9:52,Presente
1033,2024-11-23,45,Outro,Anual,HIIT,91,866,22:11,Presente
1034,2024-07-11,20,Outro,Trimestal,CrosFit,75,466,13:00,Presente
1035,2024-06-23,20,Outro,Mensal,HIIT,90,713,18:10,Presente
1036,2024-01-28,44,Outro,Trimestal,Treino_Força,104,583,16:51,Falta
1037,2024-03-12,51,Outro,Trimestal,CrosFit,51,315,6:22,Falta
1038,2024-06-16,29,Outro,Anual,HIIT,48,375,11:49,Presente
1039,2024-03-11,19,Homem,Mensal,CrosFit,88,445,21:51,Falta
1040,2024-12-23,62,Mulher,Anual,Cardio,71,605,13:43,Falta
1041,2024-07-29,60,Outro,Anual,Cardio,49,395,22:26,Presente
1042,2024-04-25,27,Outro,Mensal,Yoga,62,329,16:31,Presente
1043,2024-07-15,28,Mulher,Anual,Yoga,72,687,14:35,Falta
1044,2024-08-14,54,Mulher,Anual,HIIT,28,265,13:19,Presente
1045,2024-04-25,41,Outro,Anual,Cardio,83,715,21:23,Presente
1046,2024-06-15,42,Outro,Trimestal,Treino_Força,23,188,16:19,Falta
1047,2024-09-22,39,Outro,Anual,Cardio,68,562,20:42,Presente
1048,2024-03-29,26,Mulher,Anual,Treino_Força,38,236,12:16,Presente
1049,2024-12-01,60,Mulher,Trimestal,Treino_Força,64,616,8:55,Falta
1050,2024-02-09,60,Mulher,Mensal,HIIT,20,191,19:16,Falta
1051,2024-10-07,50,Outro,Anual,Treino_Força,63,515,17:34,Falta
1052,2024-06-05,27,Homem,Trimestal,Treino_Força,105,697,13:05,Falta
1053,2024-11-04,29,Homem,Trimestal,Treino_Força,38,218,6:10,Presente
1054,2024-05-14,52,Outro,Trimestal,Treino_Força,115,667,13:06,Presente
1055,2024-07-21,22,Outro,Mensal,Yoga,55,508,15:36,Falta
1056,2024-08-13,18,Outro,Mensal,Treino_Força,74,637,9:14,Falta
1057,2024-02-06,42,Homem,Anual,Yoga,28,159,12:24,Falta
1058,2024-10-21,26,Mulher,Mensal,HIIT,44,431,8:30,Falta
1059,2024-05-25,22,Mulher,Trimestal,Cardio,95,883,19:57,Presente
1060,2024-03-20,45,Mulher,Trimestal,CrosFit,55,451,20:50,Presente
1061,2024-03-26,19,Homem,Mensal,CrosFit,50,345,12:24,Presente
1062,2024-09-28,38,Mulher,Trimestal,CrosFit,35,333,5:10,Falta
1063,2024-08-16,64,Mulher,Anual,Cardio,22,115,5:25,Falta
1064,2024-07-27,37,Homem,Mensal,Cardio,81,479,12:14,Presente
1065,2024-03-08,60,Mulher,Trimestal,Cardio,41,268,13:06,Falta
1066,2024-12-20,37,Homem,Anual,Yoga,27,140,10:32,Presente
1067,2024-08-26,43,Outro,Anual,Yoga,31,293,5:22,Presente
1068,2024-09-22,56,Mulher,Trimestal,Yoga,47,342,19:27,Falta
1069,2024-07-04,64,Mulher,Anual,HIIT,78,513,16:42,Falta
1070,2024-02-15,25,Outro,Mensal,CrosFit,35,337,8:47,Falta
1071,2024-06-09,43,Mulher,Mensal,CrosFit,24,182,8:54,Falta
1072,2024-11-14,18,Outro,Mensal,Treino_Força,75,690,18:09,Falta
1073,2024-07-04,43,Mulher,Mensal,HIIT,73,435,13:16,Presente
1074,2024-05-02,36,Mulher,Mensal,Treino_Força,50,348,21:08,Presente
1075,2024-11-08,38,Homem,Mensal,Treino_Força,20,143,11:45,Presente
1076,2024-10-02,61,Outro,Trimestal,CrosFit,37,196,7:27,Falta
1077,2024-03-14,59,Mulher,Mensal,Yoga,117,659,20:54,Falta
1078,2024-01-14,49,Homem,Trimestal,CrosFit,44,351,22:35,Falta
1079,2024-09-20,58,Homem,Trimestal,CrosFit,20,110,18:30,Falta
1080,2024-08-19,48,Outro,Trimestal,Treino_Força,78,542,17:40,Falta
1081,2024-08-21,61,Outro,Trimestal,Yoga,116,763,13:30,Falta
1082,2024-05-16,48,Outro,Trimestal,Treino_Força,109,756,17:38,Falta
1083,2024-06-02,20,Outro,Anual,Treino_Força,56,294,10:02,Presente
1084,2024-03-18,28,Outro,Anual,Yoga,74,672,9:07,Falta
1085,2024-11-18,59,Outro,Trimestal,HIIT,74,391,21:29,Falta
1086,2024-09-09,36,Mulher,Trimestal,CrosFit,106,661,10:34,Falta
1087,2024-01-17,56,Homem,Anual,CrosFit,113,1039,6:15,Falta
1088,2024-09-23,43,Outro,Trimestal,Cardio,92,534,17:03,Presente
1089,2024-10-12,41,Outro,Trimestal,HIIT,27,228,15:26,Presente
1090,2024-01-12,41,Outro,Anual,Treino_Força,37,190,22:03,Presente
1091,2024-12-02,19,Mulher,Mensal,HIIT,114,1042,5:47,Presente
1092,2024-08-23,52,Outro,Mensal,HIIT,119,867,15:37,Falta
1093,2024-11-15,55,Mulher,Anual,Treino_Força,31,242,12:51,Presente
